from_hei,to_hei,n
PL GDANSK01,E  VIGO01,2
PL GDANSK01,F  PARIS005,1
PL GDANSK01,HR ZAGREB01,4
PL GDANSK01,HU DEBRECE01,1
PL GDANSK01,I  CAGLIAR01,1
PL GDANSK01,LT VILNIUS01,2
PL GDANSK01,N  BERGEN01,2
PL GDANSK01,N  OSLO01,2
PL GDANSK01,N  TROMSO01,1
PL GDANSK01,S  STOCKHO01,2
PL GDANSK01,S  UMEA01,2
PL GDANSK01,SI LJUBLJA01,1
PL GLIWICE01,I  PARMA01,3
PL KRAKOW01,A  WIEN01,8
PL KRAKOW01,B  ANTWERP01,1
PL KRAKOW01,CH GENEVE01,1
PL KRAKOW01,CZ BRNO05,4
PL KRAKOW01,CZ PRAHA07,4
PL KRAKOW01,D  BERLIN01,3
PL KRAKOW01,D  BERLIN13,4
PL KRAKOW01,D  BOCHUM01,2
PL KRAKOW01,D  BONN01,2
PL KRAKOW01,D  DUSSELD01,1
PL KRAKOW01,D  ERLANGE01,1
PL KRAKOW01,D  FREIBUR01,1
PL KRAKOW01,D  HALLE01,2
PL KRAKOW01,D  HEIDELB01,2
PL KRAKOW01,D  JENA01,2
PL KRAKOW01,D  KONSTAN01,2
PL KRAKOW01,D  MAINZ01,2
PL KRAKOW01,D  MUNCHEN01,2
PL KRAKOW01,D  MUNSTER01,4
PL KRAKOW01,D  POTSDAM01,1
PL KRAKOW01,D  TUBINGE01,3
PL KRAKOW01,E  BARCELO01,1
PL KRAKOW01,E  BARCELO02,2
PL KRAKOW01,E  CORDOBA01,5
PL KRAKOW01,E  GRANADA01,5
PL KRAKOW01,E  LA-CORU01,2
PL KRAKOW01,E  OVIEDO01,1
PL KRAKOW01,E  SALAMAN02,2
PL KRAKOW01,E  SANTIAG01,1
PL KRAKOW01,E  TENERIF01,1
PL KRAKOW01,EE TARTU02,3
PL KRAKOW01,F  MARSEIL84,2
PL KRAKOW01,F  NANTES01,1
PL KRAKOW01,F  NICE01,2
PL KRAKOW01,F  PARIS012,1
PL KRAKOW01,F  POITIER01,1
PL KRAKOW01,HR ZAGREB01,6
PL KRAKOW01,HU BUDAPES01,4
PL KRAKOW01,I  BARI01,1
PL KRAKOW01,I  BOLOGNA01,3
PL KRAKOW01,I  CATANIA01,2
PL KRAKOW01,I  FERRARA01,1
PL KRAKOW01,I  FIRENZE01,3
PL KRAKOW01,I  GENOVA01,1
PL KRAKOW01,I  LECCE01,2
PL KRAKOW01,I  MILANO01,2
PL KRAKOW01,I  NAPOLI01,4
PL KRAKOW01,I  PADOVA01,4
PL KRAKOW01,I  PALERMO01,2
PL KRAKOW01,I  PAVIA01,3
PL KRAKOW01,I  ROMA01,1
PL KRAKOW01,I  ROMA02,3
PL KRAKOW01,I  ROMA16,2
PL KRAKOW01,N  OSLO01,2
PL KRAKOW01,N  TROMSO01,1
PL KRAKOW01,NL AMSTERD01,2
PL KRAKOW01,NL AMSTERD02,1
PL KRAKOW01,NL NIJMEGE01,2
PL KRAKOW01,P  COIMBRA01,1
PL KRAKOW01,P  LISBOA02,6
PL KRAKOW01,P  PORTO02,2
PL KRAKOW01,RO CLUJNAP01,1
PL KRAKOW01,S  STOCKHO01,2
PL KRAKOW01,SF HELSINK01,1
PL KRAKOW01,SI LJUBLJA01,1
PL KRAKOW01,SK BRATISL02,1
PL KRAKOW01,TR ISTANBU03,1
PL KRAKOW01,UK CARDIFF01,1
PL KRAKOW01,UK DURHAM01,2
PL KRAKOW01,UK LONDON029,4
PL KRAKOW01,UK NORWICH01,1
PL KRAKOW01,UK READING01,2
PL LODZ02,HR ZAGREB01,1
PL LODZ02,I  TORINO02,1
PL LODZ02,SI LJUBLJA01,2
PL LUBLIN01,B  LEUVEN01,1
PL LUBLIN01,CZ OLOMOUC01,2
PL LUBLIN01,D  BERLIN01,2
PL LUBLIN01,D  BERLIN13,2
PL LUBLIN01,D  DORTMUN01,2
PL LUBLIN01,E  ALCAL-H01,1
PL LUBLIN01,E  GRANADA01,2
PL LUBLIN01,E  OVIEDO01,3
PL LUBLIN01,E  SANTIAG01,2
PL LUBLIN01,E  VIGO01,4
PL LUBLIN01,F  NANCY43,3
PL LUBLIN01,F  POITIER01,2
PL LUBLIN01,F  STRASBO48,2
PL LUBLIN01,HU BUDAPES01,4
PL LUBLIN01,I  LECCE01,1
PL LUBLIN01,I  ROMA01,3
PL LUBLIN01,P  PORTO02,1
PL LUBLIN01,SF TAMPERE01,1
PL POZNAN01,A  GRAZ01,2
PL POZNAN01,A  WIEN01,8
PL POZNAN01,B  GENT01,3
PL POZNAN01,CH GENEVE01,1
PL POZNAN01,CZ BRNO05,6
PL POZNAN01,CZ OLOMOUC01,1
PL POZNAN01,CZ PRAHA07,5
PL POZNAN01,D  BAYREUT01,1
PL POZNAN01,D  BERLIN01,3
PL POZNAN01,D  BERLIN13,2
PL POZNAN01,D  BIELEFE01,9
PL POZNAN01,D  BOCHUM01,2
PL POZNAN01,D  BONN01,1
PL POZNAN01,D  DARMSTA01,1
PL POZNAN01,D  DRESDEN02,4
PL POZNAN01,D  DUSSELD01,1
PL POZNAN01,D  FREIBUR01,4
PL POZNAN01,D  GIESSEN01,1
PL POZNAN01,D  GREIFS01,2
PL POZNAN01,D  HALLE01,3
PL POZNAN01,D  HANNOVE01,2
PL POZNAN01,D  JENA01,1
PL POZNAN01,D  KIEL01,2
PL POZNAN01,D  LEIPZIG01,11
PL POZNAN01,D  MAINZ01,7
PL POZNAN01,D  MUNCHEN01,1
PL POZNAN01,D  MUNSTER01,2
PL POZNAN01,D  POTSDAM01,2
PL POZNAN01,DK ARHUS01,2
PL POZNAN01,E  BARCELO01,2
PL POZNAN01,E  BARCELO02,1
PL POZNAN01,E  BILBAO01,4
PL POZNAN01,E  CIUDA-R01,2
PL POZNAN01,E  CORDOBA01,2
PL POZNAN01,E  GRANADA01,3
PL POZNAN01,E  MADRID03,3
PL POZNAN01,E  MALAGA01,5
PL POZNAN01,E  MURCIA01,2
PL POZNAN01,E  PALMA01,1
PL POZNAN01,E  TARRAGO01,3
PL POZNAN01,E  VALENCI01,4
PL POZNAN01,E  VALLADO01,6
PL POZNAN01,E  VIGO01,2
PL POZNAN01,E  ZARAGOZ01,3
PL POZNAN01,F  DIJON01,1
PL POZNAN01,F  PARIS007,2
PL POZNAN01,F  STRASBO48,2
PL POZNAN01,HR ZAGREB01,3
PL POZNAN01,HU BUDAPES01,5
PL POZNAN01,HU SZEGED01,1
PL POZNAN01,I  BOLOGNA01,2
PL POZNAN01,I  GENOVA01,1
PL POZNAN01,I  MILANO01,2
PL POZNAN01,I  PADOVA01,1
PL POZNAN01,I  PAVIA01,1
PL POZNAN01,I  PERUGIA01,1
PL POZNAN01,I  ROMA01,5
PL POZNAN01,I  ROMA02,1
PL POZNAN01,I  ROMA16,1
PL POZNAN01,I  SASSARI01,2
PL POZNAN01,I  TORINO01,1
PL POZNAN01,I  TRIESTE01,2
PL POZNAN01,I  UDINE01,1
PL POZNAN01,IRLLIMERIC01,1
PL POZNAN01,LT VILNIUS01,2
PL POZNAN01,N  BERGEN01,3
PL POZNAN01,N  TROMSO01,1
PL POZNAN01,NL GRONING01,1
PL POZNAN01,NL LEIDEN01,2
PL POZNAN01,P  AVEIRO01,4
PL POZNAN01,P  COIMBRA01,1
PL POZNAN01,P  LISBOA02,2
PL POZNAN01,S  GOTEBOR01,2
PL POZNAN01,S  LUND01,2
PL POZNAN01,S  STOCKHO01,2
PL POZNAN01,SF HELSINK01,3
PL POZNAN01,SI LJUBLJA01,4
PL POZNAN01,TR ANKARA01,3
PL POZNAN01,TR ANKARA03,2
PL POZNAN01,TR ANKARA07,1
PL POZNAN01,TR ISTANBU03,4
PL POZNAN01,UK LONDON029,1
PL POZNAN01,UK SWANSEA01,1
PL TORUN01,CZ BRNO05,1
PL TORUN01,CZ OLOMOUC01,2
PL TORUN01,CZ PRAHA07,2
PL TORUN01,D  ESSEN04,2
PL TORUN01,D  MAINZ01,2
PL TORUN01,D  OLDENBU01,2
PL TORUN01,D  POTSDAM01,2
PL TORUN01,E  BILBAO01,2
PL TORUN01,E  MADRID03,2
PL TORUN01,E  MADRID04,1
PL TORUN01,E  VALENCI01,2
PL TORUN01,E  VIGO01,2
PL TORUN01,F  MARSEIL84,2
PL TORUN01,F  NANTES01,4
PL TORUN01,F  PARIS012,1
PL TORUN01,HR ZAGREB01,3
PL TORUN01,I  BARI01,5
PL TORUN01,I  BOLOGNA01,3
PL TORUN01,I  CATANIA01,1
PL TORUN01,I  LECCE01,2
PL TORUN01,I  MESSINA01,1
PL TORUN01,I  PADOVA01,2
PL TORUN01,I  PALERMO01,2
PL TORUN01,I  PISA01,1
PL TORUN01,I  ROMA16,3
PL TORUN01,N  OSLO01,1
PL TORUN01,P  LISBOA02,1
PL TORUN01,P  PORTO02,2
PL TORUN01,SF KUOPIO12,1
PL TORUN01,SI LJUBLJA01,1
PL TORUN01,TR ANKARA01,1
PL TORUN01,UK LEEDS01,1
PL TORUN01,UK READING01,1
PL WARSZAW01,A  WIEN01,6
PL WARSZAW01,B  ANTWERP01,4
PL WARSZAW01,B  LEUVEN01,1
PL WARSZAW01,CZ BRNO05,3
PL WARSZAW01,CZ OLOMOUC01,2
PL WARSZAW01,CZ PRAHA07,9
PL WARSZAW01,D  BERLIN01,4
PL WARSZAW01,D  BERLIN13,5
PL WARSZAW01,D  BONN01,5
PL WARSZAW01,D  BREMEN01,1
PL WARSZAW01,D  DORTMUN01,2
PL WARSZAW01,D  HAMBURG01,3
PL WARSZAW01,D  HEIDELB01,1
PL WARSZAW01,D  KONSTAN01,4
PL WARSZAW01,D  LEIPZIG01,3
PL WARSZAW01,D  MAGDEBU01,1
PL WARSZAW01,D  MAINZ01,15
PL WARSZAW01,D  MUNCHEN01,2
PL WARSZAW01,D  SAARBRU01,2
PL WARSZAW01,D  TUBINGE01,8
PL WARSZAW01,DK ARHUS01,1
PL WARSZAW01,DK KOBENHA01,3
PL WARSZAW01,E  ALCAL-H01,2
PL WARSZAW01,E  BARCELO01,3
PL WARSZAW01,E  BARCELO02,9
PL WARSZAW01,E  BILBAO01,2
PL WARSZAW01,E  CIUDA-R01,4
PL WARSZAW01,E  GRANADA01,2
PL WARSZAW01,E  MADRID03,6
PL WARSZAW01,E  MADRID04,7
PL WARSZAW01,E  MURCIA01,1
PL WARSZAW01,E  OVIEDO01,1
PL WARSZAW01,E  SALAMAN02,2
PL WARSZAW01,E  SANTIAG01,2
PL WARSZAW01,E  SEVILLA01,7
PL WARSZAW01,E  TENERIF01,2
PL WARSZAW01,E  VALENCI01,5
PL WARSZAW01,E  VIGO01,4
PL WARSZAW01,EE TARTU02,1
PL WARSZAW01,F  BESANCO01,1
PL WARSZAW01,F  NANCY43,2
PL WARSZAW01,F  NANTES01,1
PL WARSZAW01,F  PARIS005,1
PL WARSZAW01,F  PARIS007,3
PL WARSZAW01,F  POITIER01,1
PL WARSZAW01,F  STRASBO48,1
PL WARSZAW01,HR ZAGREB01,1
PL WARSZAW01,HU BUDAPES01,6
PL WARSZAW01,HU SZEGED01,1
PL WARSZAW01,I  BARI01,2
PL WARSZAW01,I  BOLOGNA01,9
PL WARSZAW01,I  CAGLIAR01,2
PL WARSZAW01,I  CATANIA01,2
PL WARSZAW01,I  FIRENZE01,4
PL WARSZAW01,I  GENOVA01,2
PL WARSZAW01,I  LECCE01,2
PL WARSZAW01,I  MILANO01,1
PL WARSZAW01,I  PADOVA01,2
PL WARSZAW01,I  PAVIA01,1
PL WARSZAW01,I  ROMA01,9
PL WARSZAW01,I  ROMA02,1
PL WARSZAW01,I  SIENA01,2
PL WARSZAW01,I  TORINO01,4
PL WARSZAW01,I  UDINE01,1
PL WARSZAW01,LT VILNIUS01,1
PL WARSZAW01,N  OSLO01,1
PL WARSZAW01,NL AMSTERD01,2
PL WARSZAW01,NL ENSCHED01,1
PL WARSZAW01,P  LISBOA02,4
PL WARSZAW01,P  PORTO02,2
PL WARSZAW01,S  STOCKHO01,1
PL WARSZAW01,SF HELSINK01,2
PL WARSZAW01,SF JYVASKY01,4
PL WARSZAW01,SF TAMPERE01,2
PL WARSZAW01,SF TURKU01,2
PL WARSZAW01,SI LJUBLJA01,1
PL WARSZAW01,TR ISTANBU03,1
PL WARSZAW01,TR IZMIR01,1
PL WARSZAW01,UK BIRMING02,1
PL WARSZAW01,UK EDINBUR01,2
PL WARSZAW01,UK GLASGOW01,2
PL WARSZAW01,UK LONDON029,1
PL WROCLAW01,A  GRAZ01,2
PL WROCLAW01,A  INNSBRU01,1
PL WROCLAW01,A  WIEN01,2
PL WROCLAW01,B  ANTWERP01,1
PL WROCLAW01,B  GENT01,3
PL WROCLAW01,CH ZURICH01,1
PL WROCLAW01,CZ BRNO05,6
PL WROCLAW01,CZ OLOMOUC01,8
PL WROCLAW01,CZ PRAHA07,6
PL WROCLAW01,D  BERLIN01,9
PL WROCLAW01,D  BERLIN02,1
PL WROCLAW01,D  BERLIN13,1
PL WROCLAW01,D  BIELEFE01,1
PL WROCLAW01,D  BOCHUM01,1
PL WROCLAW01,D  DRESDEN02,7
PL WROCLAW01,D  DUSSELD01,4
PL WROCLAW01,D  FRANKFU01,1
PL WROCLAW01,D  KIEL01,2
PL WROCLAW01,D  LEIPZIG01,3
PL WROCLAW01,D  MUNCHEN01,2
PL WROCLAW01,D  POTSDAM01,3
PL WROCLAW01,DK ARHUS01,2
PL WROCLAW01,DK KOBENHA01,3
PL WROCLAW01,E  ALCAL-H01,2
PL WROCLAW01,E  BARCELO01,1
PL WROCLAW01,E  GRANADA01,2
PL WROCLAW01,E  MADRID03,1
PL WROCLAW01,E  MADRID04,1
PL WROCLAW01,E  MURCIA01,2
PL WROCLAW01,E  SALAMAN02,2
PL WROCLAW01,E  SANTIAG01,1
PL WROCLAW01,E  SEVILLA01,7
PL WROCLAW01,E  VALENCI01,5
PL WROCLAW01,E  VALLADO01,2
PL WROCLAW01,E  VIGO01,3
PL WROCLAW01,E  ZARAGOZ01,3
PL WROCLAW01,F  NANTES01,1
PL WROCLAW01,F  NICE01,2
PL WROCLAW01,F  POITIER01,1
PL WROCLAW01,F  STRASBO48,1
PL WROCLAW01,HR ZAGREB01,6
PL WROCLAW01,HU BUDAPES01,4
PL WROCLAW01,I  BOLOGNA01,2
PL WROCLAW01,I  CAGLIAR01,2
PL WROCLAW01,I  GENOVA01,6
PL WROCLAW01,I  NAPOLI01,1
PL WROCLAW01,I  PAVIA01,1
PL WROCLAW01,I  TORINO01,2
PL WROCLAW01,LT VILNIUS01,2
PL WROCLAW01,N  OSLO01,3
PL WROCLAW01,N  TROMSO01,1
PL WROCLAW01,NL AMSTERD01,2
PL WROCLAW01,NL AMSTERD02,2
PL WROCLAW01,NL GRONING01,2
PL WROCLAW01,NL ROTTERD01,1
PL WROCLAW01,NL UTRECHT01,4
PL WROCLAW01,P  COIMBRA01,1
PL WROCLAW01,P  PORTO02,1
PL WROCLAW01,SF TAMPERE01,1
PL WROCLAW01,SI LJUBLJA01,1
PL WROCLAW01,TR ANKARA07,1
PL WROCLAW01,TR ISTANBU03,1
PL WROCLAW01,UK GUILDFO01,1
PL WROCLAW01,UK LIVERPO01,1
PL WROCLAW01,UK SOUTHAM01,2
RO CLUJNAP01,A  WIEN01,4
RO CLUJNAP01,CH GENEVE01,1
RO CLUJNAP01,CH ZURICH01,1
RO CLUJNAP01,D  BERLIN01,1
RO CLUJNAP01,D  DRESDEN02,1
RO CLUJNAP01,D  LEIPZIG01,1
RO CLUJNAP01,D  REGENSB01,1
RO CLUJNAP01,D  TUBINGE01,2
RO CLUJNAP01,D  WURZBUR01,1
RO CLUJNAP01,E  CORDOBA01,1
RO CLUJNAP01,E  MADRID04,1
RO CLUJNAP01,E  VALENCI01,2
RO CLUJNAP01,F  BESANCO01,1
RO CLUJNAP01,F  LILLE01,1
RO CLUJNAP01,F  NANTES01,3
RO CLUJNAP01,HR ZAGREB01,1
RO CLUJNAP01,HU BUDAPES01,13
RO CLUJNAP01,HU SZEGED01,10
RO CLUJNAP01,I  COSENZA01,2
RO CLUJNAP01,I  LECCE01,1
RO CLUJNAP01,I  PADOVA01,3
RO CLUJNAP01,I  PERUGIA01,1
RO CLUJNAP01,I  PISA01,1
RO CLUJNAP01,IRLDUBLIN01,2
RO CLUJNAP01,N  BERGEN01,2
RO CLUJNAP01,NL GRONING01,2
RO CLUJNAP01,P  LISBOA02,2
RO CLUJNAP01,SF HELSINK01,1
S  GOTEBOR01,D  BERLIN13,2
S  GOTEBOR01,D  FREIBUR01,1
S  GOTEBOR01,D  STUTTGA01,1
S  GOTEBOR01,E  ALCAL-H01,1
S  GOTEBOR01,E  BARCELO02,1
S  GOTEBOR01,E  SALAMAN02,1
S  GOTEBOR01,E  VALLADO01,1
S  GOTEBOR01,F  BESANCO01,1
S  GOTEBOR01,I  BOLOGNA01,1
S  GOTEBOR01,IRLLIMERIC01,2
S  GOTEBOR01,NL AMSTERD01,1
S  GOTEBOR01,SF ESPOO12,1
S  GOTEBOR01,UK BRIGHTO01,1
S  GOTEBOR01,UK LONDON029,2
S  GOTEBOR01,UK PLYMOUT01,2
S  GOTEBOR02,I  MILANO02,1
S  GOTEBOR02,NL DELFT01,4
S  GOTEBOR02,UK LOUGHBO01,1
S  LINKOPI01,D  FREIBUR01,4
S  LINKOPI01,NL UTRECHT01,2
S  LUND01,B  ANTWERP01,1
S  LUND01,CZ PRAHA07,1
S  LUND01,D  BERLIN13,1
S  LUND01,D  FREIBUR01,1
S  LUND01,D  HEIDELB01,2
S  LUND01,D  MUNCHEN01,1
S  LUND01,E  ALCAL-H01,1
S  LUND01,E  MADRID03,1
S  LUND01,E  ZARAGOZ01,2
S  LUND01,I  MILANO01,1
S  LUND01,I  PERUGIA01,1
S  LUND01,I  ROMA01,2
S  LUND01,NL AMSTERD01,1
S  LUND01,NL GRONING01,1
S  LUND01,NL NIJMEGE01,1
S  LUND01,PL KRAKOW01,1
S  LUND01,TR ISTANBU04,1
S  LUND01,UK EDINBUR01,1
S  LUND01,UK GLASGOW01,1
S  LUND01,UK LANCAST01,1
S  LUND01,UK READING01,1
S  LUND01,UK YORK01,1
S  STOCKHO01,D  BERLIN01,2
S  STOCKHO01,D  BERLIN13,1
S  STOCKHO01,D  BOCHUM01,1
S  STOCKHO01,D  LEIPZIG01,1
S  STOCKHO01,D  MUNCHEN01,1
S  STOCKHO01,DK KOBENHA01,1
S  STOCKHO01,E  ALCAL-H01,1
S  STOCKHO01,F  MARSEIL84,1
S  STOCKHO01,I  FIRENZE01,1
S  STOCKHO01,IRLLIMERIC01,1
S  STOCKHO01,LT VILNIUS01,1
S  STOCKHO01,NL AMSTERD01,1
S  STOCKHO01,NL AMSTERD02,1
S  STOCKHO01,P  LISBOA02,1
S  STOCKHO01,UK GLASGOW01,5
S  STOCKHO01,UK LEEDS01,1
S  STOCKHO04,UK BRISTOL01,1
S  UMEA01,UK SHEFFIE01,1
S  UPPSALA01,A  WIEN01,1
S  UPPSALA01,B  LEUVEN01,1
S  UPPSALA01,CZ PRAHA07,2
S  UPPSALA01,D  BERLIN01,2
S  UPPSALA01,D  BERLIN13,1
S  UPPSALA01,D  BOCHUM01,2
S  UPPSALA01,D  FREIBUR01,5
S  UPPSALA01,F  POITIER01,2
S  UPPSALA01,F  STRASBO48,1
S  UPPSALA01,I  BOLOGNA01,3
S  UPPSALA01,I  MILANO01,1
S  UPPSALA01,IRLCORK01,1
S  UPPSALA01,IRLDUBLIN02,4
S  UPPSALA01,NL GRONING01,6
S  UPPSALA01,P  COIMBRA01,1
S  UPPSALA01,PL KRAKOW01,1
S  UPPSALA01,UK BRIGHTO01,2
S  UPPSALA01,UK EDINBUR01,2
S  UPPSALA01,UK LEEDS01,2
S  UPPSALA01,UK LONDON029,1
S  UPPSALA01,UK MANCHES01,1
S  UPPSALA01,UK NORWICH01,2
SF ESPOO12,E  MADRID03,1
SF ESPOO12,I  MILANO01,1
SF ESPOO12,I  MILANO02,1
SF ESPOO12,P  PORTO02,1
SF HELSINK01,A  GRAZ01,1
SF HELSINK01,A  WIEN01,1
SF HELSINK01,B  LEUVEN01,2
SF HELSINK01,CH GENEVE01,1
SF HELSINK01,D  BERLIN13,4
SF HELSINK01,D  BIELEFE01,1
SF HELSINK01,D  GREIFS01,1
SF HELSINK01,D  LEIPZIG01,1
SF HELSINK01,D  MAINZ01,2
SF HELSINK01,D  MARBURG01,1
SF HELSINK01,D  MUNCHEN01,3
SF HELSINK01,D  MUNSTER01,1
SF HELSINK01,D  POTSDAM01,2
SF HELSINK01,D  REGENSB01,1
SF HELSINK01,D  TUBINGE01,1
SF HELSINK01,E  GRANADA01,1
SF HELSINK01,E  OVIEDO01,1
SF HELSINK01,E  SALAMAN02,1
SF HELSINK01,EE TARTU02,1
SF HELSINK01,F  PARIS005,1
SF HELSINK01,F  POITIER01,2
SF HELSINK01,HU BUDAPES01,1
SF HELSINK01,I  BOLOGNA01,1
SF HELSINK01,I  MILANO01,1
SF HELSINK01,I  PISA01,1
SF HELSINK01,I  ROMA16,2
SF HELSINK01,IRLCORK01,4
SF HELSINK01,LT VILNIUS01,1
SF HELSINK01,NL GRONING01,3
SF HELSINK01,NL NIJMEGE01,1
SF HELSINK01,NL UTRECHT01,1
SF HELSINK01,S  STOCKHO01,1
SF HELSINK01,TR ANKARA02,1
SF HELSINK01,UK CARDIFF01,3
SF HELSINK01,UK GLASGOW01,2
SF HELSINK01,UK LEICEST01,2
SF HELSINK01,UK LONDON017,1
SF HELSINK01,UK NOTTING01,2
SF HELSINK01,UK SHEFFIE01,1
SF JYVASKY01,CZ PRAHA07,1
SF JYVASKY01,D  BIELEFE01,5
SF JYVASKY01,D  GREIFS01,3
SF JYVASKY01,D  KONSTAN01,2
SF JYVASKY01,D  LEIPZIG01,1
SF JYVASKY01,D  WURZBUR01,3
SF JYVASKY01,E  MADRID04,2
SF JYVASKY01,F  NANTES01,2
SF JYVASKY01,F  POITIER01,1
SF JYVASKY01,HU BUDAPES01,1
SF JYVASKY01,I  BOLOGNA01,1
SF JYVASKY01,I  FIRENZE01,1
SF JYVASKY01,IRLLIMERIC01,3
SF JYVASKY01,N  BERGEN01,1
SF JYVASKY01,NL NIJMEGE01,1
SF KUOPIO12,A  GRAZ01,1
SF KUOPIO12,CH BERN01,1
SF KUOPIO12,CZ PRAHA07,1
SF KUOPIO12,D  GREIFS01,1
SF KUOPIO12,D  LEIPZIG01,2
SF KUOPIO12,D  POTSDAM01,1
SF KUOPIO12,D  TUBINGE01,1
SF KUOPIO12,IRLCORK01,1
SF KUOPIO12,IRLDUBLIN02,1
SF OULU01,CZ PRAHA07,1
SF OULU01,D  HALLE01,2
SF OULU01,D  MUNCHEN01,1
SF OULU01,D  OLDENBU01,1
SF OULU01,D  TUBINGE01,1
SF OULU01,EE TARTU02,3
SF OULU01,F  STRASBO48,1
SF OULU01,HU SZEGED01,1
SF OULU01,IS REYKJAV01,1
SF OULU01,N  TROMSO01,2
SF OULU01,S  UMEA01,1
SF OULU01,UK CANTERB01,2
SF OULU01,UK GLASGOW01,4
SF OULU01,UK LONDON017,1
SF TAMPERE01,A  WIEN01,3
SF TAMPERE01,CZ BRNO05,1
SF TAMPERE01,CZ PRAHA07,3
SF TAMPERE01,D  AACHEN01,1
SF TAMPERE01,D  BERLIN13,2
SF TAMPERE01,D  BREMEN01,1
SF TAMPERE01,D  ESSEN04,1
SF TAMPERE01,D  FREIBUR01,3
SF TAMPERE01,D  GREIFS01,1
SF TAMPERE01,D  LEIPZIG01,1
SF TAMPERE01,D  MAINZ01,2
SF TAMPERE01,D  REGENSB01,1
SF TAMPERE01,DK ODENSE01,1
SF TAMPERE01,E  GRANADA01,1
SF TAMPERE01,E  SEVILLA01,1
SF TAMPERE01,F  DIJON01,1
SF TAMPERE01,F  NICE01,1
SF TAMPERE01,IRLCORK01,2
SF TAMPERE01,N  OSLO01,1
SF TAMPERE01,NL NIJMEGE01,1
SF TAMPERE01,S  UPPSALA01,1
SF TAMPERE01,SI LJUBLJA01,1
SF TURKU01,CZ PRAHA07,2
SF TURKU01,D  BERLIN01,1
SF TURKU01,D  BERLIN13,2
SF TURKU01,D  BONN01,1
SF TURKU01,D  MAINZ01,2
SF TURKU01,E  BARCELO01,1
SF TURKU01,E  GRANADA01,2
SF TURKU01,EE TARTU02,4
SF TURKU01,F  NANTES01,2
SF TURKU01,F  STRASBO48,1
SF TURKU01,HU SZEGED01,1
SF TURKU01,I  BOLOGNA01,1
SF TURKU01,I  FIRENZE01,3
SF TURKU01,I  LECCE01,1
SF TURKU01,I  MILANO01,1
SF TURKU01,I  ROMA01,2
SF TURKU01,IRLCORK01,1
SF TURKU01,IRLDUBLIN01,1
SF TURKU01,NL GRONING01,1
SF TURKU01,NL NIJMEGE01,1
SF TURKU01,PL GDANSK01,1
SF TURKU01,TR ISTANBU03,2
SF TURKU01,UK GLASGOW01,3
SF TURKU01,UK LEEDS01,1
SF TURKU01,UK NEWCAST01,3
SI LJUBLJA01,A  GRAZ01,4
SI LJUBLJA01,A  WIEN01,2
SI LJUBLJA01,CZ PRAHA07,8
SI LJUBLJA01,D  BERLIN01,1
SI LJUBLJA01,D  FREIBUR01,2
SI LJUBLJA01,D  LEIPZIG01,2
SI LJUBLJA01,D  MAINZ01,4
SI LJUBLJA01,D  POTSDAM01,1
SI LJUBLJA01,D  TUBINGE01,2
SI LJUBLJA01,D  WURZBUR01,1
SI LJUBLJA01,E  BARCELO01,1
SI LJUBLJA01,E  GRANADA01,1
SI LJUBLJA01,E  VALLADO01,1
SI LJUBLJA01,F  BESANCO01,1
SI LJUBLJA01,F  NANTES01,1
SI LJUBLJA01,F  PARIS012,1
SI LJUBLJA01,LT VILNIUS01,1
SI LJUBLJA01,NL UTRECHT01,1
SI LJUBLJA01,P  LISBOA02,4
SI LJUBLJA01,P  PORTO02,1
SI LJUBLJA01,PL KRAKOW01,1
SI LJUBLJA01,PL WARSZAW01,1
SI LJUBLJA01,S  GOTEBOR01,1
SI LJUBLJA01,UK CARDIFF01,1
SI LJUBLJA01,UK NEWCAST01,1
SI LJUBLJA01,UK NOTTING01,1
SI LJUBLJA01,UK SOUTHAM01,1
SK BRATISL02,A  WIEN01,3
SK BRATISL02,CZ BRNO05,2
SK BRATISL02,CZ PRAHA07,5
SK BRATISL02,D  BERLIN13,4
SK BRATISL02,D  LEIPZIG01,3
SK BRATISL02,D  MUNCHEN01,1
SK BRATISL02,D  REGENSB01,2
SK BRATISL02,E  CORDOBA01,1
SK BRATISL02,E  GRANADA01,3
SK BRATISL02,E  MADRID04,1
SK BRATISL02,E  OVIEDO01,2
SK BRATISL02,E  SANTIAG01,2
SK BRATISL02,E  VALLADO01,3
SK BRATISL02,E  VIGO01,2
SK BRATISL02,F  PARIS012,2
SK BRATISL02,F  STRASBO48,1
SK BRATISL02,HR ZAGREB01,2
SK BRATISL02,HU BUDAPES01,2
SK BRATISL02,I  BOLOGNA01,2
SK BRATISL02,I  CATANIA01,2
SK BRATISL02,I  CHIETI01,4
SK BRATISL02,I  VERONA01,1
SK BRATISL02,PL KRAKOW01,3
SK BRATISL02,PL WARSZAW01,2
SK BRATISL02,S  LUND01,2
SK BRATISL02,SF JYVASKY01,4
SK BRATISL02,SI LJUBLJA01,2
TR ANKARA01,B  GENT01,1
TR ANKARA01,CZ BRNO05,1
TR ANKARA01,D  BAYREUT01,6
TR ANKARA01,D  BERLIN01,5
TR ANKARA01,D  BIELEFE01,1
TR ANKARA01,D  BOCHUM01,2
TR ANKARA01,D  BREMEN01,1
TR ANKARA01,D  DUSSELD01,2
TR ANKARA01,D  ERLANGE01,1
TR ANKARA01,D  ESSEN04,2
TR ANKARA01,D  FRANKFU01,3
